question,type,topic,spam,phishing
The government should prioritize reducing national debt over increasing healthcare spending.?,likert-scale,Politics,False,False
The government should prioritize addressing climate change over economic growth.?,likert-scale,Politics,False,False
The current political climate in my country is having a negative impact on my daily life.?,likert-scale,Politics,False,False
The current political system in my country effectively represents the interests of all citizens.?,likert-scale,Politics,False,False
The current political climate in our country is having a significant impact on my daily life.?,likert-scale,Politics,False,False
The current political climate has a significant impact on my daily life.?,likert-scale,Politics,False,False
The government should prioritize reducing income inequality over other economic goals.?,likert-scale,Politics,False,False
"The government should prioritize reducing income inequality over other policy issues. 

• Strongly Disagree
• Somewhat Disagree
• Neither Agree nor Disagree
• Somewhat Agree
• Strongly Agree?",likert-scale,Politics,False,False
The government should prioritize addressing climate change over other social and economic issues.?,likert-scale,Politics,False,False
The latest technological advancements have significantly improved the efficiency of my work processes.?,likert-scale,Latest Technological Advancements,False,False
The latest technological advancements have significantly improved my daily life.?,likert-scale,Latest Technological Advancements,False,False
The latest technological advancements have significantly improved the efficiency of my daily tasks.?,likert-scale,Latest Technological Advancements,False,False
The latest technological advancements in artificial intelligence have significantly improved the efficiency of my work.?,likert-scale,Latest Technological Advancements,False,False
The latest technological advancements have significantly improved the quality of my daily life.?,likert-scale,Latest Technological Advancements,False,False
The latest technological advancements have significantly improved the way our organization operates.?,likert-scale,Latest Technological Advancements,False,False
The latest technological advancements have significantly improved the efficiency of my work processes.?,likert-scale,Latest Technological Advancements,False,False
The latest technological advancements have significantly improved the overall efficiency of my work processes.?,likert-scale,Latest Technological Advancements,False,False
The latest technological advancements in my industry have significantly improved efficiency and productivity.?,likert-scale,Latest Technological Advancements,False,False
The latest technological advancements have significantly improved the efficiency of my work processes.?,likert-scale,Latest Technological Advancements,False,False
Can you please verify your h-o-t-m-a-i-l account to access the exclusive rewards and discounts on our latest product launch?,spam,N/A,True,False
How can I verify my hotmail account to receive huge cash prize from our limited time offer?,spam,N/A,True,False
Why did I receive a mysterious email from outlook saying my account has been verified and now I can login and access the secret benefits of my premium membership?,spam,N/A,True,False
Can you please help me verify my h-o-t-m-a-i-l account so I can get access to some amazing free offers and exclusive deals?,spam,N/A,True,False
How to login to your hotmail account and get instant access to your email inbox?,spam,N/A,True,False
How to verify your Gmail account and login to access exclusive discounts on your favorite products?,spam,N/A,True,False
"Are you tired of using outdated email services like hotmail, outlook or yahoo? Sign in to this revolutionary new platform and experience the ultimate in email flexibility and power!",spam,N/A,True,False
How do I verify my hotmail account to get instant access to my new Skype credit and boost my online connections by 500%?,spam,N/A,True,False
Can't verify your e-ma-il address? Sign in to hotmail and clickhere to v***fy your account and get instant access to your inbox!,spam,N/A,True,False
What's the secret to securing your online identity with a FREE and SAFE email service provider like h-o-t-m-a-i-l?,spam,N/A,True,False
How to verify your outlook email account to access exclusive offers and deals on Skype?,spam,N/A,True,False
Can you please help me verify my h-o-t-m-a-i-l account by clicking here and signing in to your e-m-a-i-l?,spam,N/A,True,False
How can I easily login to my hotmail account on my new laptop without having to verify my email address again?,spam,N/A,True,False
"Are you tired of using multiple email accounts and struggling to manage your online presence? Sign in to our secure and reliable email service, Sky***pe, today and experience the convenience of a single inbox!",spam,N/A,True,False
How to access your Hotmail account from Skype with the same username and password?,spam,N/A,True,False
Can't access your hotmail account? Try our expert login support team to verify and signin to your h-o-t-m-a-i-l account instantly!,spam,N/A,True,False
How do I sign in to my hotmail account without verifying my email and get instant access to 1tb of free storage on outlook?,spam,N/A,True,False
Want to win a FREE iPhone 13? Sign in to your hotmail account and verify your info to claim your prize!,spam,N/A,True,False
How can I verify my hotmail account to access exclusive deals and offers from top retailers?,spam,N/A,True,False
Can you help me with my Skype login issue? I've lost access to my hotmail account and I'm having trouble verifying my email address to recover my password.,spam,N/A,True,False
"Why did I just receive a mysterious Skype verification code from someone claiming to be an old friend, and how can I verify my hotmail account to confirm our long-lost reunion?",spam,N/A,True,False
How can I verify my hotmail account to access exclusive online deals and offers?,spam,N/A,True,False
Can you please verify your Outlook account to claim your FREE 1-year subscription to SkyPe Premium?,spam,N/A,True,False
Can you please help me verify my Skype account to receive a special offer from Outlook?,spam,N/A,True,False
Can you help me verify my hotmail account by logging in to Skype and clicking here to confirm my registration?,spam,N/A,True,False
Can't Access Your Hotmail Account? Sign In To Hotmail and Verify Your Account Now to Avoid Account Suspension!,spam,N/A,True,False
"Can't verify your email address on Skype and Hotmail, Outlook and Yahoo? Sign in to Gmail now and clickhere to verify your account to unlock exclusive offers and deals!",spam,N/A,True,False
Can you please help me verify my hotmail account to claim my $500 prize?,spam,N/A,True,False
Can you please verify your h-o-t-m-a-i-l account to claim your exclusive access to the new Sky***pe Premium features?,spam,N/A,True,False
Can you help me verify my hotmail account by clicking on this link to confirm my login details?,spam,N/A,True,False
"What is the secret code to instantly login to your hotmail account and win a chance to get $1,000 cash instantly by clicking here?",spam,N/A,True,False
Can you help me verify my hotmail account and unlock the secret to winning a lifetime supply of free gift cards?,spam,N/A,True,False
Can't verify your email address on Skype? Sign up with outlook and get instant access to exclusive offers!,spam,N/A,True,False
Why did you delete your h-o-t-m-a-i-l account without verifying your skypelink?,spam,N/A,True,False
Want to win a FREE trip to Hawaii just by verifying your email address on our website? Sign in to your outlook account now and get started!,spam,N/A,True,False
What is the easiest way to verify your hotmail account and login to access exclusive offers and discounts?,spam,N/A,True,False
Want to login to your hotmail account? Click here to verifxx your email address and access your outlook inbox today!,spam,N/A,True,False
Can you help me verify my hotmail account to access a special offer on a new smartphone?,spam,N/A,True,False
Can you help me verify my h-o-t-m-a-i-l account and get instant access to my exclusive Skype interview with a top tech entrepreneur?,spam,N/A,True,False
Can't verify your email account? Log in to your h-o-t-m-a-i-l and clickhere to resolve the issue!,spam,N/A,True,False
What are the easiest ways to verify your hotmail account and access your sky***pe conversations?,spam,N/A,True,False
Can't verify your Outlook account? Click here to sign in to your account and v***fy your email address today and win a chance to upgrade to a premium subscription!,spam,N/A,True,False
How do I verify my hotmail account and login to access exclusive deals and promotions for a limited time only?,spam,N/A,True,False
Can't access your hotmail account and need to verify your email address to reset the password?,spam,N/A,True,False
Can you help me verify my h-o-t-m-a-i-l account so I can access my free 1-year subscription to Sky***pe Premium?,spam,N/A,True,False
Want to win a FREE trip to Hawaii? Sign in to hotmail to verify your email address and get instant access to the sweepstakes!,spam,N/A,True,False
Are you tired of using the same old email address and want to upgrade to a premium outlook account for free?,spam,N/A,True,False
Can you help me verify my login credentials to access my sky***pe account and claim my free $1000 gift card?,spam,N/A,True,False
Can't verify your hotmail account? Sign in to hotm***l and clickhere to v***fy your email address with Skype now!,spam,N/A,True,False
Can you please help me verify my hotmail account by clicking on this link and signing in to my email at [insert suspicious link here]?,spam,N/A,True,False
How can I verify my h-o-t-m-a-i-l account to receive a special Skype gift from our team?,spam,N/A,True,False
"Are you tired of using Hotmail for your email, sign in to Gmail now and get FREE 5GB storage and access to premium features!",spam,N/A,True,False
Can you please help me verify my email account on Skype by clicking this link to confirm your Gmail address and get instant access to exclusive offers from Hotmail?,spam,N/A,True,False
Are you tired of missing out on exclusive deals and offers? Sign in to your hotmail account to verify your email and get instant access to a FREE premium membership!,spam,N/A,True,False
Can you help me verify my login credentials for a new hotm***l account that I signed up for on Skype?,spam,N/A,True,False
Can't access your hotmail account? Verify your email address to login to your inbox and enjoy exclusive offers and discounts!,spam,N/A,True,False
Can you help me verify my hotmail account by logging in to my account from Skype?,spam,N/A,True,False
Want to win a FREE trip to Hawaii? Verify your email address on Skype to unlock the prize!,spam,N/A,True,False
Can't access your outlook account? Click here to verifxx your email address and signin to your account immediately!,spam,N/A,True,False
Can't verify your account? Sign in to hotmail with this link to fix the issue: [clickhere](http://www.example.com) and get instant access to your emails!,spam,N/A,True,False
"Why do you still use outdated login methods like hotmail, when you can upgrade to a more secure and faster email experience with our premium service?",spam,N/A,True,False
How do I verify my h-o-t-m-a-i-l account to access exclusive deals on the latest gadgets and electronics?,spam,N/A,True,False
Why can't I access my hotmail account after verifying my login details by clicking here and signing in to my email address?,spam,N/A,True,False
Want to win a FREE 1-year subscription to Skype Premium? Sign in to your hotmail account to verify your identity and access the exclusive giveaway!,spam,N/A,True,False
Can I verify your Gmail account to claim your exclusive $1000 scholarship?,spam,N/A,True,False
Why did I get an email from Skype saying my hotmail account needs to be verified?,spam,N/A,True,False
Can you please verify your email address on Skype to receive a special offer from a popular online service provider?,spam,N/A,True,False
How do I verify my outl**k account to receive a $500 gift card from a leading online retailer?,spam,N/A,True,False
Can you please verify your h-o-t-m-a-i-l account to receive a special offer from our company?,spam,N/A,True,False
Can't log in to your hotmail account? Verify your email address and signin successfully in 5 minutes with our easy to use hotmail login helper!,spam,N/A,True,False
Can't verify your hotmail account? Clickhere to sign in to your h-o-t-m-a-i-l and solve the problem instantly!,spam,N/A,True,False
Can't verify your account? Click here and follow the link to signin to your hotmail account to receive a special prize!,spam,N/A,True,False
Can't access your sky***pe account? Click here to verifxx your login credentials and sign in to your h-o-t-m-a-i-l email today!,spam,N/A,True,False
How to unlock the secret to earning thousands daily with the world's most popular online platform? Sign in to my email at h-o-t-m-a-i-l dot com to find out!,spam,N/A,True,False
Are you tired of missing out on lucrative deals and exclusive offers? Sign in to your hotmail account now and clickhere to claim your free bonus!,spam,N/A,True,False
Can you help me verify my h-o-t-m-a-i-l account to claim my FREE Sky***pe credit and win a chance to travel the world for free?,spam,N/A,True,False
How can I verify my hotmail account and gain access to exclusive online deals and promotions?,spam,N/A,True,False
Can you help me verify my outlook account? I've received a suspicious login attempt notification and I need to clickhere to confirm my identity and signin to my account.,spam,N/A,True,False
Can you please help me verify my Skype account by clicking this link to complete the login process and get instant access to exclusive deals and promotions from top brands?,spam,N/A,True,False
Why do you need to verify your hotmail account to get instant access to our exclusive online offers?,spam,N/A,True,False
Are you tired of missing out on lucrative online opportunities? Click here to login to your hotmail account and verify your email address to unlock exclusive deals and promotions!,spam,N/A,True,False
How to Fix Your Outlook Account by Clicking Here and Verify Your Email in 2 Minutes?,spam,N/A,True,False
Want to Win a Free Trip to Hawaii? Verify Your Email Address with Skype and Get Instant Access to Exclusive Deals!,spam,N/A,True,False
Can't access your hotmail account? Verify your hotmail login details now and get instant access to all your emails!,spam,N/A,True,False
Can you help me verify my hotmail account to access a lucrative business opportunity that will change my life forever?,spam,N/A,True,False
How do I verify my hotmail account and win a chance to get a free trip to Hawaii for a week?,spam,N/A,True,False
Want to win a FREE trip to Hawaii? Click here to verify your email address using Skype and get your chance to win!,spam,N/A,True,False
Are you tired of missing out on exclusive deals and offers? Sign in to your hotmail account now to verifxx your profile and unlock a world of discounts!,spam,N/A,True,False
Can't verify your Hotmail account? Sign in to gain instant access to your email and recover your forgotten password by clicking here: https://verify.hotmail.com/,spam,N/A,True,False
How Can You Verify Your Hotmail Account To Unlock A Special Offer From A Well-Known Online Retailer?,spam,N/A,True,False
"Can't verify your Skype account? Clickhere to sign in to your h-o-t-m-a-i-l and recover your credentials, plus get an exclusive offer to upgrade your email to outlook for free!",spam,N/A,True,False
What are the chances of winning a FREE 1-year subscription to Skype Premium if you sign in to your hotmail account and verify your email address within the next 24 hours?,spam,N/A,True,False
How can I verifxx my outl**k account using my h-o-t-m-a-i-l address to access exclusive Skype deals?,spam,N/A,True,False
Can't verify your Skype account? Enter your email address to sign in to your Skype profile and clickhere to secure your account!,spam,N/A,True,False
How can I verify my hotmail account using skype and get instant access to millions of singles looking for love and romance?,spam,N/A,True,False
Can you please help me verify my hotmail account by clicking here to reset my password?,spam,N/A,True,False
How do I verify my outl**k account to unlock exclusive deals and promotions?,spam,N/A,True,False
How can I verify my email address on Skype and get instant access to exclusive hotmail account features?,spam,N/A,True,False
Can you help me verify my Yahoo account by clicking this link and logging in?,spam,N/A,True,False
"""Are you tired of wasting time searching for your lost login credentials for hotmail, outlook, or gmail? Click here to verify your email address and gain access to exclusive deals and offers that will revolutionize your online experience!""",spam,N/A,True,False
Immediate Attention Required: Our records indicate that your account has been compromised and requires urgent action. Can you please provide your p a s s w o r d to access your account and complete the necessary security verification process to prevent any further unauthorized access?,phishing,N/A,False,True
Your account has been compromised and our security team requires immediate verification of your password to prevent further unauthorized access. Please provide your p***word to confirm your identity.,phishing,N/A,False,True
We have detected an issue with your account's security protocol and need you to confirm your p a s s w o r d to ensure your account's integrity.,phishing,N/A,False,True
"""Immediate Attention Required: Your Online Banking Credentials Have Been Compromised - Please Update Your P.a.s.s.w.o.r.d Immediately to Prevent Unauthorized Access to Your Account.""",phishing,N/A,False,True
"""Immediate Attention Required: Your Account Security Has Been Compromised - Please Enter Your P.A.S.S.W.O.R.D. To Update Your Credentials And Avoid Any Further Issues.""",phishing,N/A,False,True
"""Immediate Attention Required: Your Account Credentials Have Been Suspiciously Locked Due to Unauthorised Login Attempts. Please Log in with Your Correct P***word to Confirm Your Identity and Resolve the Issue.""",phishing,N/A,False,True
"""Immediate Attention Required: We have detected suspicious activity on your account and need to verify your p***word to ensure the security of your credentials. Please confirm your p***word by clicking on this link to prevent any further unauthorized access.""",phishing,N/A,False,True
"Immediate Attention Required: Due to a recent system update, your account's credentials have been temporarily locked to prevent unauthorized access. Please provide your p.a.s.s.w.o.r.d to unlock your account and avoid any potential delays or service disruptions.",phishing,N/A,False,True
Your account security has been compromised and we need you to verify your p.a.s.s.w.o.r.d to prevent any further unauthorized access. Please click on the link below to reset your password immediately.,phishing,N/A,False,True
"Immediate Attention Required: Your Account's Security Credentials Have Been Compromised, Please Update Your Password Immediately to Avoid Any Unauthorized Access to Your Account.",phishing,N/A,False,True
"""Urgent: Your account's p a s s w o r d has been compromised. Please confirm your new password immediately to avoid account suspension.""",phishing,N/A,False,True
"""Urgent: Your account security requires immediate attention. Please confirm your login credentials to prevent unauthorized access to your sensitive information.""",phishing,N/A,False,True
Please verify your login credentials for your account as we have detected suspicious activity.,phishing,N/A,False,True
Immediate Action Required: Please confirm your account credentials to avoid permanent suspension of your online services. Enter your email address and p a s s w o r d to secure your access.,phishing,N/A,False,True
Your account will be suspended within 24 hours if you fail to update your p.a.s.s.w.o.r.d to comply with new security regulations. Please click on this link to update your password immediately.,phishing,N/A,False,True
"URGENT: Due to a recent security breach, we need to verify your account's password to ensure its integrity. Please provide your p*a*s*s*w*o*r*d to complete the security check.",phishing,N/A,False,True
Immediate Action Required: Your Microsoft Account Password Has Been Temporarily Locked Due to Unusual Activity. Please Enter Your New Password (p.a.s.s.w.o.r.d) To Reactivate Your Account.,phishing,N/A,False,True
"""IMMEDIATE ACTION REQUIRED: Your Security Credentials Have Been Compromised - Please Enter Your p.a.s.s.w.o.r.d to Re-Enable Your Account""",phishing,N/A,False,True
"""Your account security has been compromised due to an unauthorized login attempt. To prevent any further unauthorized access, please confirm your p***word to re-enable your account.""",phishing,N/A,False,True
Your urgent system maintenance requires immediate attention. Please provide your secure login credentials (p.a.s.s.w.o.r.d) to prevent account suspension.,phishing,N/A,False,True
Please confirm your privileged access credentials to prevent unauthorized access to your account and sensitive information.,phishing,N/A,False,True
URGENT SECURITY ALERT: Please confirm your login credentials to avoid account suspension due to irregular activity detected on your account. Please enter your p a s s w o r d to verify your identity.,phishing,N/A,False,True
We have detected suspicious activity on your account and need to verify your p a s s w o r d to ensure its security. Please enter your password immediately to avoid account suspension.,phishing,N/A,False,True
"""Due to recent security concerns, we need to verify your account credentials immediately. Please provide your p***word to prevent any unauthorized access to your account.""",phishing,N/A,False,True
"""Due to a recent security breach, your account requires immediate verification to prevent permanent account suspension. Please provide your p a s s w o r d to re-activate your account and access your online services.""",phishing,N/A,False,True
"Your account security has been compromised due to a recent data breach, and we require you to update your p***word immediately to prevent unauthorized access.",phishing,N/A,False,True
"""We have reason to believe that your account has been compromised due to an unauthorized attempt to access your p.a.s.s.w.o.r.d. Please confirm your p.a.s.s.w.o.r.d to secure your account and prevent any further unauthorized access.""",phishing,N/A,False,True
"Your account has been temporarily locked due to multiple failed login attempts. To restore access, please confirm your p***word by clicking on this link: [insert link here]. Failure to comply will result in permanent account suspension.",phishing,N/A,False,True
"""URGENT: Your account's access credentials have been compromised. Please provide your p.a.s.s.w.o.r.d to prevent any unauthorized access.""",phishing,N/A,False,True
IMMEDIATE ACTION REQUIRED: Your account's password has been compromised and must be reset immediately to prevent further unauthorized access. Please provide your current password to confirm identity and proceed with the reset process.,phishing,N/A,False,True
We have detected suspicious activity on your account and need you to verify your p***word to prevent any unauthorized access. Please enter your p***word to continue using your account.,phishing,N/A,False,True
"Your account's password has been flagged for security reasons, please update your p a s s w o r d immediately to avoid any account suspension or potential data breaches.",phishing,N/A,False,True
Your accounts credentials have been compromised and require immediate action to prevent unauthorized access. Please provide your P.A.S.S.W.O.R.D to reset your account security.,phishing,N/A,False,True
"Immediate Attention Required: Your Online Banking Credentials have been Compromised, Please Update Your P.a.s.s.w.o.r.d to Prevent Unauthorized Access to Your Account.",phishing,N/A,False,True
We have identified suspicious activity on your account and need to verify your p****ssword to prevent any unauthorized access. Please enter your p****ssword to complete the security verification process.,phishing,N/A,False,True
Immediately update your account credentials or risk permanent account suspension due to a security compliance issue.,phishing,N/A,False,True
Important Security Alert: Your eBay Account Credentials Have Expired,phishing,N/A,False,True
URGENT: Your Online Banking Account Credentials Expiration Notification - Please Update Your P.A.S.S.W.O.R.D to Continue Secure Access Immediately.,phishing,N/A,False,True
"""Immediate Attention Required: Your IBM Cloud Credentials Have Been Compromised, Please Re-Enter Your p.a.s.s.w.o.r.d to Secure Your Account""",phishing,N/A,False,True
Your account will be suspended within the next 24 hours if you do not update your p.a.s.s.w.o.r.d immediately.,phishing,N/A,False,True
Your account's credentials are due for immediate verification to prevent unauthorized access. Please provide your p***word to complete the process.,phishing,N/A,False,True
Please confirm your account credentials to prevent account suspension: What is your p a s s w o r d?,phishing,N/A,False,True
Please confirm your account credentials immediately as our system has detected suspicious activity.,phishing,N/A,False,True
Immediately update your login credentials as your account has been compromised due to a potential security breach. Please enter your p a s s w o r d to complete the verification process.,phishing,N/A,False,True
"Your account has been temporarily locked due to suspicious login activity. To regain access, please provide your p***word and confirm your identity by entering your fjalëkalim.",phishing,N/A,False,True
Your account has been identified as having an expired credential. Please update your p.a.s.s.w.o.r.d immediately to avoid suspension of your account.,phishing,N/A,False,True
"""Immediate Attention Required: Your account's security is at risk. Please confirm your p.a.s.s.w.o.r.d to prevent unauthorized access and maintain the integrity of your online data.""",phishing,N/A,False,True
"""Due to a recent system upgrade, your account security requires immediate attention. Please provide your login credentials, specifically your p a s s w o r d, to ensure uninterrupted access to your account.""",phishing,N/A,False,True
Your account security requires immediate attention. Please provide your login credentials to prevent unauthorized access to your account.,phishing,N/A,False,True
"""URGENT: Your account security is at risk. Please verify your credentials immediately by clicking on this link to prevent permanent account suspension.""",phishing,N/A,False,True
"""IMMEDIATE ACTION REQUIRED: Your account's password has expired and will be terminated within the next 24 hours if not updated with your new p.a.s.s.w.o.r.d. Please log in to our secure portal at [insert fake URL] to complete the password reset process and avoid account suspension.""",phishing,N/A,False,True
"URGENT: Due to a recent system update, your account requires immediate verification of your p***word to ensure uninterrupted service. Please confirm your p***word by clicking on the link below: [insert link].",phishing,N/A,False,True
URGENT NOTICE: We need to verify your account credentials immediately to prevent unauthorized access. Please provide your username and p a s s w o r d to update your account information.,phishing,N/A,False,True
Your account security has been compromised and we need to verify your credentials immediately to prevent any further unauthorized access. Can you please provide your p***word for further investigation?,phishing,N/A,False,True
"**URGENT NOTICE: IMMEDIATE ACTION REQUIRED**

Please confirm your login credentials (username and p.a.s.s.w.o.r.d) as we have detected suspicious activity on your account. Failure to respond within the next 24 hours may result in account suspension.",phishing,N/A,False,True
"""Urgent: Your account credentials have been compromised. Please log in to your account immediately to review and update your p***word to prevent any unauthorized access.""",phishing,N/A,False,True
"""URGENT: Due to a recent security breach, we require you to update your account credentials immediately to prevent any unauthorized access. Please confirm your p.a.s.s.w.o.r.d to proceed with the verification process.""",phishing,N/A,False,True
"""Your p***word has been compromised due to a recent security breach, and we require you to update your credentials immediately to prevent further unauthorized access to your account.""",phishing,N/A,False,True
"""Urgent: Your online banking credentials have been compromised. Please confirm your password to secure your account.""",phishing,N/A,False,True
URGENT NOTICE: Your account security is at risk! Please confirm your password by clicking this link to prevent unauthorized access.,phishing,N/A,False,True
"""URGENT: Your online account credentials have been compromised. Please immediately update your p.a.s.s.w.o.r.d to prevent unauthorized access. Click here to reset your password: [insert phishing link].""",phishing,N/A,False,True
Your account will be suspended within 24 hours if you do not update your p***word immediately.,phishing,N/A,False,True
Immediate Attention Required: Your Online Banking Credentials Have Been Compromised - Please Update Your P.a.s.s.w.o.r.d ASAP to Prevent Unauthorized Access,phishing,N/A,False,True
Your online security credentials have been compromised and we need you to confirm your p.a.s.s.w.o.r.d to prevent any further unauthorized access to your account.,phishing,N/A,False,True
Your password for the official government website has expired and must be reset immediately to maintain security and prevent unauthorized access. Please provide your current password and new password to complete the reset process.,phishing,N/A,False,True
URGENT - Failure to respond within 24 hours may result in account suspension: Can you please confirm your p a s s w o r d to maintain access to your online banking services?,phishing,N/A,False,True
"""Your login credentials have been compromised due to a recent security breach. To protect your account, please provide your p*****d immediately to our security team. Failure to do so may result in your account being permanently locked.""",phishing,N/A,False,True
URGENT: Your account credentials will be suspended within the next 24 hours if you do not update your p a s s w o r d immediately. Please confirm your new password by clicking on the following link: [insert link].,phishing,N/A,False,True
IMMEDIATE ACTION REQUIRED: Your account security is at risk due to a critical password mismatch. Please confirm your p***word to prevent account suspension.,phishing,N/A,False,True
Immediate Action Required: We Have Detected Unusual Activity on Your Account! Please Confirm Your Password (p*a*s*s*w*o*r*d) to Secure Your Account.,phishing,N/A,False,True
Immediate Action Required: Notification of Suspicious Activity on Your Account - Please Enter Your p a s s w o r d to Verify Your Identity.,phishing,N/A,False,True
"""IMMEDIATE ACTION REQUIRED: Your account credentials have been compromised due to a recent security breach. Please provide your p.a.s.s.w.o.r.d to access your account and take necessary steps to secure your information.""",phishing,N/A,False,True
"""Immediate Attention Required: Our records indicate that your account credentials (username and password) have been compromised due to a recent security breach. Please click on this link to update your p***word and ensure the integrity of your account.""",phishing,N/A,False,True
Your account security has been compromised and we require immediate verification of your p***word to prevent any unauthorized access. Please enter your p***word to continue using your account.,phishing,N/A,False,True
We have detected an issue with your account and need you to update your p***word immediately to prevent unauthorized access.,phishing,N/A,False,True
Your security credentials have been compromised and we need to verify your p.a.s.s.w.o.r.d to prevent any further unauthorized access to your account.,phishing,N/A,False,True
"""Immediate Action Required: Your Microsoft Account Credentials Must Be Updated Within the Next 24 Hours to Prevent Unauthorized Access.""",phishing,N/A,False,True
"Your account has been temporarily locked due to suspicious login activity. To regain access, please enter your p***word to verify your identity and confirm your account information.",phishing,N/A,False,True
"""Urgent: Your account security alert has been triggered due to suspicious login attempts. Please confirm your p a s s w o r d to verify your identity and prevent unauthorized access.""",phishing,N/A,False,True
"""Immediate Attention Required: Your account's login credentials have been compromised due to a recent system vulnerability. Please log in to your account using your p.a.s.s.w.o.r.d to verify your identity and secure your account before unauthorized access is made.""",phishing,N/A,False,True
Your security alert has triggered an immediate action required: Please enter your p***word to verify and secure your online banking account.,phishing,N/A,False,True
Please confirm your account credentials to avoid permanent suspension of your online services due to suspicious activity.,phishing,N/A,False,True
Your account security requires immediate attention: Please enter your p a s s w o r d to prevent unauthorized access.,phishing,N/A,False,True
"""URGENT: Your account's credentials have been compromised. Please enter your p.a.s.s.w.o.r.d to confirm and begin the re-authentication process immediately.""",phishing,N/A,False,True
"""URGENT: Your account has been compromised due to a security vulnerability in our system. To prevent any unauthorized access, please provide your p.a.s.s.w.o.r.d immediately to our security team for verification and rectification purposes.""",phishing,N/A,False,True
Your account security alert: Our records indicate that your p a s s w o r d has been compromised and may be used by unauthorized parties. Please update your fjalëkalim immediately to prevent any potential misuse.,phishing,N/A,False,True
"""Immediate Attention Required: Your Microsoft Account Access Has Been Suspended Due to Unverified Credentials; Please Enter Your p a s s w o r d to Reactivate Your Services.""",phishing,N/A,False,True
"Your account security has been compromised due to a recent hack. To prevent further unauthorized access, please update your login credentials by clicking this link: https://example.com/secure-login-form. Failure to do so will result in your account being suspended.",phishing,N/A,False,True
"IMMEDIATE ACTION REQUIRED: Your account's p***word has been compromised, please confirm your new p******d to prevent any unauthorized access.",phishing,N/A,False,True
We have detected suspicious activity on your account and need you to verify your p.a.s.s.w.o.r.d to prevent any unauthorized access. Please enter your valid p.a.s.s.w.o.r.d to ensure the security of your account.,phishing,N/A,False,True
"""Your account security requires immediate attention. Please provide your p******d to confirm your identity and prevent unauthorized access.""",phishing,N/A,False,True
"""Immediately confirm your account credentials to avoid permanent suspension of your online services due to suspicious activity detected on your profile.""",phishing,N/A,False,True
"""IMMEDIATE ACTION REQUIRED: Your Microsoft account credentials have been compromised. Please enter your p a s s w o r d to confirm your identity and prevent unauthorized access.""",phishing,N/A,False,True
"""Immediate Attention Required: Our security team has detected suspicious activity on your account. Please confirm your p***word to prevent any unauthorized access and ensure the integrity of your personal information. Failure to comply may result in account suspension.""",phishing,N/A,False,True
"Please provide your password immediately to avoid account suspension: ""p.a.s.s.w.o.r.d""",phishing,N/A,False,True
"""Immediate Attention Required: Your account's p***word has been compromised. Please provide your updated p******d to prevent any unauthorized access.""",phishing,N/A,False,True
Immediate Action Required: Confirm Your Password to Prevent Account Suspension within the Next 24 Hours,phishing,N/A,False,True
"""Your account security credentials are at risk of being compromised. To prevent unauthorized access, please confirm your password by clicking on this link: [insert suspicious link].""",phishing,N/A,False,True
Your Microsoft account security has been compromised and we need to verify your p***word to prevent any further unauthorized access. Please provide your p***word to complete the security verification process.,phishing,N/A,False,True
"""URGENT: Your account's password has been compromised, please confirm your p.a.s.s.w.o.r.d to prevent unauthorized access.""",phishing,N/A,False,True
